,remarks_medical,,adverse_events,,text,Bemærkninger fra læge,,,,,,,,y,,,,,Any remarks from medical staff. Repeated instrument.
,bed_q_1,binge_eating_disorder_questionnaire,bedq,,radio,"1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?","0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen",,,,,,,y,,,,,"Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control."
,psqi_5i_pain,,pittsburgh_sleep_quality_index_psqi,,radio,Har smerter?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of trouble sleeping due to pain over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_6_overall_sleep_quality,,pittsburgh_sleep_quality_index_psqi,,radio,"Igennem den sidste måned, hvordan vurderer du din overordnede søvnkvalitet?","1, Meget god | 2, Rimelig god | 3, Rimelig dårlig | 4, Meget dårlig",,,,,,,y,,,,,"Participant's self-rated overall sleep quality over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_7_medication,,pittsburgh_sleep_quality_index_psqi,,radio,"Igennem den sidste måned, hvor ofte har du taget medicin (på recept eller i håndkøb) for at hjælpe dig med at sove?","1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,,,"Frequency of taking medication (prescription or over-the-counter) to help sleep over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_8_dysfunction,,pittsburgh_sleep_quality_index_psqi,,radio,"Igennem den sidste måned, hvor ofte har du haft problemer med at holde dig vågen imens du kører bil, du spiser et måltid mad, eller er i gang  med sociale aktiviteter?","1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,,,"Frequency of trouble staying awake during driving, eating meals, or engaging in social activities over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_9_enthusiasm,,pittsburgh_sleep_quality_index_psqi,,radio,"Igennem den sidste måned, hvor stort et problem har det været for dig at opretholde nok entusiasme til at få tingene gjort?","1, Intet problem overhovedet | 2, Et ubetydelig problem | 3, Til tider et betydende problem | 4, Ofte betydende problem",,,,,,,y,,,,,"Participant's assessment of difficulty maintaining enthusiasm to get things done during the day over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
psqi_questionnaire_admin,psqi_questionnaire,,pittsburgh_sleep_quality_index_psqi,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p><span style=""font-size: 14pt;"">Søvnkvalitet</span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Instruktioner:<br></span></span><span style=""font-weight: normal;"">De følgende spørgsmål drejer sig om dine søvnvaner i den sidste måned. </span><span style=""font-weight: normal;"">Dine svar skal give det bedste </span><span style=""font-weight: normal;"">billede af dine søvnvaner i løbet af de fleste dage og nætter i den sidste måned.<br><br>Besvar hvert spørgsmål ved at sætte kryds ved det svar, der passer bedst på dig. Hvis du er i tvivl om, hvordan du skal svare, svar da venligst så godt du kan. <br></span></p> </div></div>",,Vanlige sengetid (timer:minutter),,,,,,,,,,,"Description of the questionnaire. Particpant's regular bedtime. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_trouble_sleep_other,,pittsburgh_sleep_quality_index_psqi,,notes,"Hvis andre end de nævnte grunde, vær venlig at beskrive dem i boksen: ",,,,,,,,,,,,,"Participant reports other reasons for trouble sleeping not listed above. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,age_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,"<div class=""rich-text-field-label""><p>Inklusionskriterier<br><span style=""font-weight: normal;"">Alle nedenstående kriterier skal være opfyldt for at deltageren kan deltage i studiet. </span></p></div>",text,Hvad er deltagerens alder? ,,Deltageren skal være ≥18 - 75 år.,number,18,75,,,y,,,,,Participant's age in years. Self-reported by the participant. Visit 0.
,aim_phoneinterview_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,"<div class=""rich-text-field-label""><p>Formål, mundtligt samtykke og introduktion</p> <p><span style=""font-weight: normal;"">Telefonsamtalen indledes med en kort forklaring af:</span></p> <p><span style=""font-weight: normal;"">1) Formålet med telefoninterviewet </span></p> <p><span style=""font-weight: normal;"">2) Mundtligt samtykke </span></p> <p><span style=""font-weight: normal;"">3) Kort introduktion til ON LiMiT feasibility-studiet</span></p> <p><span style=""font-weight: normal;"">4) Gennemgang af in- og eksklusionskriterier </span></p></div>",radio,"<div class=""rich-text-field-label""><p>Har projektmedarbejder forklaret formålet med telefoninterviewet til deltager?</p> <p><span style=""font-weight: normal;"">Som projektmedarbejder kan du sige: </span></p> <p><em><span style=""font-weight: normal;"">""Formålet med telefoninterviewet er at give dig en kort introduktion til ON LiMiT pilotstudiet og stille nogle spørgsmål for at se, om du opfylder de indledende kriterier for at kunne deltage. Hvis kriterierne er opfyldt, og du stadig har lyst til at være med, inviterer vi dig til et informations- og opstartsmøde på SDCC. Det møde foregår fysisk og inkluderer også en screening, hvis du fortsat ønsker at deltage i studiet.""</span></em></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Aim of telephone interview explained to the participant. Completed by study staff. Visit 0.
,antabus_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,8. Har deltageren et aktuelt alkohol- eller stofmisbrug eller modtager behandling for alkoholafhængighed (fx medicinsk behandling)?,"1, Ja | 2, Nej",Eksklusion hvis Ja,,,,,,y,,,,,"Participant's history of alcohol or substance abuse, or current treatment for alcohol dependence (including pharmacological treatment). Self-reported by participant. Visit 0."
,binge_eating_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"<div class=""rich-text-field-label""><p>10. Er deltageren diagnosticeret med overspisningslidelse (binge eating disorder)?</p> <p> </p> <p><span style=""font-weight: normal;""><em>Som projektmedarbejder kan du sige:</em></span></p> <p><span style=""font-weight: normal;""><em>Har en læge eller psykolog nogensinde nævnt, at du har en overspisningslidelse (binge eating disorder)?</em></span></p></div>","1, Ja | 2, Nej",Eksklusion hvis Ja,,,,,,y,,,,,Diagnosis status of binge eating disorder. Self-reported by participant. Visit 0.
,bmi_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,calc,BMI (skøn),"round(([weight_v0])/(([height_v0])^(2)), 1)",Inklusionskriterium: BMI ≥27 kg/m2 ,,,,,,y,,,,,"Body Mass Index (BMI) in kg/m², calculated from estimated participant's self-reported weight and height. Visit 0."
,book_online_meeting_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"Er der booket online informationsmøde med deltageren? 
Husk at booke i SP-kalender, Outlook-kalender og deltagerens kalender. ","1, Ja | 2, Nej",,,,,,[visit1_booking_type_v0] = '2',,,,,,Booking of online information meeting. Visit 0. Field introduced from i1021.
,book_outlook_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"<div class=""rich-text-field-label""><p>Er deltageren blevet booket til besøg 1 i Outlook-kalender?</p></div>","1, Ja | 2, Nej",,,,,,[visit1_booking_type_v0] = '1',y,,,,,Booking of V1 in outlook. Visit 0. Field introduced from i1021.
,book_sp_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,Er deltageren blevet booket til besøg 1 i SP-kalender?,"1, Ja | 2, Nej",,,,,,[visit1_booking_type_v0] = '1',y,,,,,Booking of V1 in SP. Visit 0. Field introduced from i1021.
,comments_end_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,Opsummering/afslutning af telefonsamtalen,notes,"<div class=""rich-text-field-label""><p>Her noteres generelle kommentarer til besøg 0.</p> <p><span style=""font-weight: normal;"">Det kan eksempelvis være:</span></p> <p><span style=""font-weight: normal;"">- Kommentarer om deltagerens samarbejde og forståelse</span><br><span style=""font-weight: normal;"">- Eventuelle afvigelser i protokollen eller komplikationer</span><br><span style=""font-weight: normal;"">- Eventuelle anbefalinger eller opfølgninger til næste besøg</span><br><span style=""font-weight: normal;"">- Logning af særlige hændelser eller observationer under besøget</span><br><span style=""font-weight: normal;"">- Noter om deltagerens spørgsmål eller bekymringer</span></p> <p><span style=""font-weight: normal;""><em>Det er vigtigt at udfylde dette felt, da det bidrager til dokumentationen af besøget og hjælper med at samle vigtig information. Kommentarerne understøtter forståelsen af arbejdsgangene og projektets gennemførlighed, herunder identifikation af eventuelle udfordringer.</em></span></p> <p> </p> <p data-start=""0"" data-end=""184""><span style=""background-color: #bfedd2;"">Hvis der er generel information om deltageren, som er relevant for projektdeltagelsen, noteres den under instrumentet <strong data-start=""118"" data-end=""132"">""Stamdata""</strong> i feltet <strong data-start=""142"" data-end=""181"">""Noter ift. deltagelse i projektet""</strong>.</span></p> <p data-start=""186"" data-end=""373"" data-is-last-node="""" data-is-only-node=""""><span style=""background-color: #bfedd2;"">Det kan fx være oplysninger om, hvem personen bor sammen med, særlige forhold i husstanden eller en akut syg pårørende.</span></p></div>",,,,,,,,,LV,,,,General comments and observations recorded. Free-text notes by study staff. Visit 0.
,compliance_risk_expl_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,text,13a. Uddyb vurdering.,,,,,,,[compliance_risk_v0]='2' or [compliance_risk_v0]='3',,,,,,Notes explaining the assessment of the participant's likelihood to comply with study procedures and/or interventions. Reported by study staff. Visit 0.
,compliance_risk_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"13. Er det vurderet, at deltageren vil kunne overholde forsøgets procedurer og/eller interventioner (f.eks. fremmøde, målinger, vejledninger)?","1, Ja | 2, Nej | 3, Til vurdering",Eksklusion hvis Nej,,,,,,y,,,,,"Assessment of whether the participant is likely to comply with study procedures and/or interventions (e.g., attendance, measurements, counselling). Assessed by study staff. Visit 0."
,continue_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,Ønsker deltageren at fortsætte i projektet efter interviewet?,"1, Ja | 2, Nej, ønsker ikke at deltage",,,,,,[eligible_v0] = '1',y,,,,,Whether the participant wishes to continue in the study after the telephone interview - prescreening. Recorded by study staff. Visit 0.
,cvd_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"<div class=""rich-text-field-label""><p>3. Har deltageren en kendt hjerte-kar-sygdom, der omfatter tidligere blodprop i hjerte eller hjerne, hvor der fx er ordineret inkretinbaseret medicin og/eller SGLT-2-hæmmer? <br><br><em><span style=""font-weight: normal;"">Inkretinbaseret medicin kender deltageren ofte som Ozempic eller Rybelsus. </span></em><br><em><span style=""font-weight: normal;"">SGLT-2-hæmmere kender deltageren ofte som Forxiga eller Jardiance.</span></em></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Established CVD with prescribed GLP-1 RA and/or SGLT-2 inhibitor. Visit 0. Added from i1022.
,date_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,text,Dato for præscreening,,,date_dmy,,,,,y,,,,,Date of visit. Visit 0.
,eligible_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,Opsummering,radio,Kan deltageren efter præscreening stadig deltage i projektet?,"1, Ja | 2, Nej - opfylder ikke inklusionskriterier | 3, Nej - opfylder eksklusionskriterier",,,,,,,y,,,,,Assessment of whether the participant remains eligible to participate in the study after prescreening. Recorded by study staff. Visit 0.
excluded_note_admin0_admin,excluded_note_wfv0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,descriptive,"<div class=""rich-text-field-label""><h6>HUSK: Hvis deltageren udgår ved præscreening, skal dette noteres under STAMDATA-instrumentet. REDCap-instrumenter låses (gå til ""Record Home Page"", tryk ""Choose Action for Record"", tryk ""Lock entire record""). </h6></div>",,,,,,,,,,,,,"Notes regarding exclution at pre-screen, recorded by project staff. Workflow. Visit 0."
exclusion_reason_v0_admin,exclusion_reason_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #e03e2d;"">Hvis deltager udgår ved præscreeningen, gå til stamdata og uddyb hvorfor.</span></h6></div>",,,,,,,[eligible_v0] = '2' or [eligible_v0] = '3' or [continue_v0] = '2',,,,,,Instructions for study staff to go to standata and register withdrawal during prescreening. Visit 0. 
,food_allergies_example_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,text,"6a. Hvilke kostrestriktioner eller fødevareallergier har deltageren, der forhindrer vedkommende i at kunne følge den planlagte diæt?",,,,,,,[food_allergies_v0] = '1',y,,,,,Description of dietary restrictions or food allergies preventing adherence to the planned diet. Self-reported by participant. Visit 0.
,food_allergies_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"6. Har deltageren kostrestriktioner eller allergier, der forhindrer overholdelse af den planlagte kostintervention?","1, Ja | 2, Nej","Vær opmærksom på, at mælkeallergi kan gøre det vanskeligt for deltageren at gennemføre NUPO-fasen. Drøft eventuelle allergier og fødevaretolerancer med projektdiætisten for at vurdere deltagelse i interventionen.",,,,,,y,,,,,Presence of dietary restrictions or allergies that prevent adherence to the planned dietary intervention. Self-reported by participant. Visit 0.
,hba1c_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,text,"<div class=""rich-text-field-label""><p>Seneste HbA1c:<br><br><em><span style=""font-weight: normal;"">Se i Sundhedsplatformen under ""Laboratoriesvar"". </span></em><br><em><span style=""font-weight: normal;"">OBS: Husk at skrive notat i SP.</span></em></p></div>",,HbA1c skal være mellem 36-86 mmmol/mol for at deltage i studiet. ,,,,,,y,,,,,Recent HbA1c value in mmol/mol. Visit 0.
,heart_failure_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"<div class=""rich-text-field-label""><p>2. Har deltageren hjertesvigt (med en pumpefunktion < 40 %) og er i behandling med eller skal starte i behandling med SGLT-2-hæmmer?</p> <p><span style=""font-weight: normal;""><em>SGLT-2-hæmmere kender deltageren ofte som Forxiga eller Jardiance. </em></span></p></div>","1, Ja | 2, Nej",Kan tjekkes i SP ved behov.,,,,,,y,,,,,Presence of heart failure with reduced ejection fraction (EF < 40%) and current or planned treatment with SGLT-2 inhibitors. Self-repported by participant. Visit 0.
,height_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,text,Højde (skøn),,Angives i meter og med 2 decimaler,number_2dp_comma_decimal,1.19,2.31,,,y,,,,,Participant's estimated height in meter. Self-reported by participant. Visit 0.
home_situation_notes_v0_admin,home_situation_notes_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,descriptive,"<div class=""rich-text-field-label""><p><span style=""background-color: #eccafa;"">I forbindelse med information om måltidskasser vil det ofte være relevant at tale med deltageren om deres hjemmesituation, herunder om de bor alene eller sammen med andre, har en partner og/eller børn.</span><br><span style=""background-color: #eccafa;"">Notér gerne relevante oplysninger i instrumentet ""Stamdata"" under feltet ""Noter ift. deltagelse i projektet"".</span></p></div>",,,,,,,,,,,,,"Descriptive text. If relevant, document information about the participant's home and household situation (e.g. living arrangements, partner, children) in the instrument ""Stamdata"" under the field ""Notes regarding participation in the project"". Visit 0."
,info_questions_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,,radio,"<div class=""rich-text-field-label""><p>Har deltageren nogle spørgsmål på nuværende tidspunkt?</p> <p><em><span style=""font-weight: normal;"">Gør deltageren opmærksom på, at vedkommende også kan stille spørgsmål ved informations- og screeningsbesøget (besøg 1). Dette besøg vil blive booket, hvis deltageren fortsat er interesseret i at deltage og opfylder de indledende inklusionskriterier.</span></em></p> <p> </p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has any questions at this time regarding the written information. Recorded by study staff. Visit 0.
,info_read_v0,prescreening_phone,prscreening_telefoninterview_frste_kontakt,"<div class=""rich-text-field-label""><p>INTERVIEWGUIDE <br><span style=""font-weight: normal;"">Under telefoninterviewet skal der spørges ind til følgende:</span></p></div>",radio,Har deltageren læst den skriftlige information?,"1, Ja | 2, Nej",Giv eventuelt et kort resumé af projektbeskrivelsen,,,,,,y,,,,,Whether the participant has read the written study information. Recorded by study staff. Visit 0.
